ticket_id,created_at,region,tower_id,issue_type,priority,status,resolved_at
TKT00272,2025-01-12 07:00:00,Pune,T098,Network Outage,Medium,Resolved,2025-01-13 09:00:00
TKT00273,2025-01-12 08:00:00,Pune,T055,Call Drop,Low,Resolved,2025-01-13 12:00:00
TKT00274,2025-01-12 09:00:00,Bangalore,T024,No Service,Low,Resolved,2025-01-13 17:00:00
TKT00275,2025-01-12 10:00:00,Delhi,T022,Network Outage,Medium,In Progress,
TKT00276,2025-01-12 11:00:00,Delhi,T069,High Latency,Low,Open,
TKT00277,2025-01-12 12:00:00,Hyderabad,T056,Call Drop,High,In Progress,
TKT00278,2025-01-12 13:00:00,Delhi,T033,No Service,High,Resolved,2025-01-14 10:00:00
TKT00279,2025-01-12 14:00:00,Delhi,T036,Call Drop,Low,Resolved,2025-01-12 16:00:00
TKT00280,2025-01-12 15:00:00,Delhi,T020,High Latency,High,Resolved,2025-01-13 22:00:00
TKT00281,2025-01-12 16:00:00,Mumbai,T083,No Service,Critical,Resolved,2025-01-12 19:00:00
TKT00282,2025-01-12 17:00:00,Hyderabad,T099,Call Drop,Low,Resolved,2025-01-13 01:00:00
TKT00283,2025-01-12 18:00:00,Pune,T081,Slow Internet,Medium,Resolved,2025-01-13 18:00:00
TKT00284,2025-01-12 19:00:00,Bangalore,T062,High Latency,Critical,Resolved,2025-01-13 10:00:00
TKT00285,2025-01-12 20:00:00,Pune,T098,High Latency,Low,Resolved,2025-01-14 15:00:00
TKT00286,2025-01-12 21:00:00,Hyderabad,T073,High Latency,Medium,In Progress,
TKT00287,2025-01-12 22:00:00,Bangalore,T026,Slow Internet,High,Resolved,2025-01-14 05:00:00
TKT00288,2025-01-12 23:00:00,Hyderabad,T066,Slow Internet,Medium,Open,
TKT00289,2025-01-13 00:00:00,Delhi,T073,Network Outage,Critical,Resolved,2025-01-13 09:00:00
TKT00290,2025-01-13 01:00:00,Bangalore,T073,Call Drop,High,Resolved,2025-01-14 16:00:00
TKT00291,2025-01-13 02:00:00,Delhi,T040,Network Outage,Low,Resolved,2025-01-14 23:00:00
TKT00292,2025-01-13 03:00:00,Pune,T017,Call Drop,High,Resolved,2025-01-13 05:00:00
TKT00293,2025-01-13 04:00:00,Pune,T001,Slow Internet,Low,Resolved,2025-01-13 12:00:00
TKT00294,2025-01-13 05:00:00,Bangalore,T089,Slow Internet,Low,Resolved,2025-01-13 12:00:00
TKT00295,2025-01-13 06:00:00,Bangalore,T061,Network Outage,Medium,Resolved,2025-01-15 02:00:00
TKT00296,2025-01-13 07:00:00,Hyderabad,T043,No Service,Medium,Resolved,2025-01-14 22:00:00
TKT00297,2025-01-13 08:00:00,Hyderabad,T042,Network Outage,Medium,Resolved,2025-01-15 02:00:00
TKT00298,2025-01-13 09:00:00,Delhi,T025,Call Drop,Critical,In Progress,
TKT00299,2025-01-13 10:00:00,Bangalore,T039,Network Outage,Critical,Resolved,2025-01-14 02:00:00
TKT00300,2025-01-13 11:00:00,Pune,T035,High Latency,Medium,Resolved,2025-01-14 22:00:00
TKT00301,2025-01-13 12:00:00,Hyderabad,T003,Call Drop,Critical,Resolved,2025-01-14 18:00:00
TKT00302,2025-01-13 13:00:00,Hyderabad,T044,Call Drop,High,Resolved,2025-01-13 23:00:00
TKT00303,2025-01-13 14:00:00,Pune,T051,No Service,High,Resolved,2025-01-15 04:00:00
TKT00304,2025-01-13 15:00:00,Hyderabad,T094,Slow Internet,Critical,Resolved,2025-01-14 09:00:00
TKT00305,2025-01-13 16:00:00,Delhi,T098,Call Drop,Critical,In Progress,
TKT00306,2025-01-13 17:00:00,Bangalore,T012,Slow Internet,High,Resolved,2025-01-13 22:00:00
TKT00307,2025-01-13 18:00:00,Pune,T019,Network Outage,Low,In Progress,
TKT00308,2025-01-13 19:00:00,Bangalore,T044,High Latency,High,In Progress,
TKT00309,2025-01-13 20:00:00,Hyderabad,T059,No Service,High,Resolved,2025-01-15 01:00:00
TKT00310,2025-01-13 21:00:00,Hyderabad,T049,Slow Internet,Critical,Resolved,2025-01-15 12:00:00
TKT00311,2025-01-13 22:00:00,Pune,T061,Call Drop,High,In Progress,
TKT00312,2025-01-13 23:00:00,Delhi,T017,Slow Internet,Critical,Resolved,2025-01-15 09:00:00
TKT00313,2025-01-14 00:00:00,Mumbai,T074,Call Drop,Critical,Resolved,2025-01-15 19:00:00
TKT00314,2025-01-14 01:00:00,Pune,T057,Slow Internet,Medium,In Progress,
TKT00315,2025-01-14 02:00:00,Mumbai,T055,Call Drop,High,Resolved,2025-01-15 23:00:00
TKT00316,2025-01-14 03:00:00,Mumbai,T047,Network Outage,Low,Resolved,2025-01-15 02:00:00
TKT00317,2025-01-14 04:00:00,Delhi,T012,Call Drop,Medium,Resolved,2025-01-14 09:00:00
TKT00318,2025-01-14 05:00:00,Mumbai,T062,Call Drop,Critical,Resolved,2025-01-15 11:00:00
TKT00319,2025-01-14 06:00:00,Mumbai,T080,High Latency,Critical,Resolved,2025-01-14 12:00:00
TKT00320,2025-01-14 07:00:00,Delhi,T088,Call Drop,Low,Resolved,2025-01-16 05:00:00
TKT00321,2025-01-14 08:00:00,Mumbai,T083,High Latency,Critical,Resolved,2025-01-16 04:00:00
TKT00322,2025-01-14 09:00:00,Mumbai,T008,No Service,High,Resolved,2025-01-14 13:00:00
TKT00323,2025-01-14 10:00:00,Mumbai,T095,High Latency,Medium,Resolved,2025-01-15 15:00:00
TKT00324,2025-01-14 11:00:00,Pune,T021,Network Outage,Critical,Resolved,2025-01-15 10:00:00
TKT00325,2025-01-14 12:00:00,Pune,T081,High Latency,Critical,Resolved,2025-01-14 18:00:00
TKT00326,2025-01-14 13:00:00,Pune,T087,No Service,Low,Resolved,2025-01-15 21:00:00
TKT00327,2025-01-14 14:00:00,Delhi,T080,Network Outage,High,Resolved,2025-01-16 08:00:00
TKT00328,2025-01-14 15:00:00,Hyderabad,T070,Slow Internet,Critical,Resolved,2025-01-15 09:00:00
TKT00329,2025-01-14 16:00:00,Mumbai,T072,Slow Internet,Low,Resolved,2025-01-15 07:00:00
TKT00330,2025-01-14 17:00:00,Mumbai,T025,High Latency,Critical,In Progress,
TKT00331,2025-01-14 18:00:00,Delhi,T082,High Latency,Low,Resolved,2025-01-16 10:00:00
TKT00332,2025-01-14 19:00:00,Mumbai,T089,No Service,Low,Resolved,2025-01-16 03:00:00
TKT00333,2025-01-14 20:00:00,Pune,T012,No Service,High,Resolved,2025-01-15 05:00:00
TKT00334,2025-01-14 21:00:00,Hyderabad,T015,Call Drop,Critical,Resolved,2025-01-16 10:00:00
TKT00335,2025-01-14 22:00:00,Bangalore,T059,No Service,High,Resolved,2025-01-15 08:00:00
TKT00336,2025-01-14 23:00:00,Mumbai,T026,Call Drop,Low,Resolved,2025-01-15 19:00:00
TKT00337,2025-01-15 00:00:00,Pune,T026,Network Outage,Medium,Resolved,2025-01-15 06:00:00
TKT00338,2025-01-15 01:00:00,Bangalore,T047,High Latency,Critical,Resolved,2025-01-17 01:00:00
TKT00339,2025-01-15 02:00:00,Hyderabad,T032,Network Outage,Medium,Resolved,2025-01-15 05:00:00
TKT00340,2025-01-15 03:00:00,Bangalore,T010,No Service,Critical,Resolved,2025-01-16 21:00:00
TKT00341,2025-01-15 04:00:00,Pune,T016,Network Outage,High,Resolved,2025-01-15 15:00:00
TKT00342,2025-01-15 05:00:00,Bangalore,T071,Network Outage,High,Resolved,2025-01-17 00:00:00
TKT00343,2025-01-15 06:00:00,Delhi,T017,Network Outage,High,Resolved,2025-01-15 23:00:00
TKT00344,2025-01-15 07:00:00,Bangalore,T023,No Service,High,Resolved,2025-01-16 15:00:00
TKT00345,2025-01-15 08:00:00,Mumbai,T026,Network Outage,High,Resolved,2025-01-15 12:00:00
TKT00346,2025-01-15 09:00:00,Mumbai,T085,Call Drop,Medium,Resolved,2025-01-15 13:00:00
TKT00347,2025-01-15 10:00:00,Delhi,T086,No Service,High,Resolved,2025-01-16 03:00:00
TKT00348,2025-01-15 11:00:00,Pune,T007,Network Outage,Low,Resolved,2025-01-17 04:00:00
TKT00349,2025-01-15 12:00:00,Mumbai,T014,No Service,Low,Resolved,2025-01-16 07:00:00
TKT00350,2025-01-15 13:00:00,Hyderabad,T079,Slow Internet,Medium,Resolved,2025-01-15 18:00:00
TKT00351,2025-01-15 14:00:00,Mumbai,T007,Call Drop,Critical,Resolved,2025-01-16 22:00:00
TKT00352,2025-01-15 15:00:00,Mumbai,T009,Network Outage,Low,In Progress,
TKT00353,2025-01-15 16:00:00,Pune,T048,Slow Internet,Critical,Resolved,2025-01-16 14:00:00
TKT00354,2025-01-15 17:00:00,Bangalore,T072,Slow Internet,Medium,Resolved,2025-01-15 23:00:00
TKT00355,2025-01-15 18:00:00,Mumbai,T059,No Service,Critical,Resolved,2025-01-17 05:00:00
TKT00356,2025-01-15 19:00:00,Delhi,T087,Slow Internet,Critical,Resolved,2025-01-16 17:00:00
TKT00357,2025-01-15 20:00:00,Bangalore,T093,Call Drop,Critical,Resolved,2025-01-15 21:00:00
TKT00358,2025-01-15 21:00:00,Hyderabad,T082,Call Drop,Critical,Resolved,2025-01-16 17:00:00
TKT00359,2025-01-15 22:00:00,Pune,T095,High Latency,Medium,Resolved,2025-01-16 20:00:00
TKT00360,2025-01-15 23:00:00,Hyderabad,T094,Call Drop,Low,In Progress,
TKT00361,2025-01-16 00:00:00,Bangalore,T039,Slow Internet,High,Resolved,2025-01-18 00:00:00
TKT00362,2025-01-16 01:00:00,Bangalore,T099,Call Drop,Critical,In Progress,
TKT00363,2025-01-16 02:00:00,Bangalore,T018,No Service,Low,Resolved,2025-01-16 13:00:00
TKT00364,2025-01-16 03:00:00,Hyderabad,T059,High Latency,Low,Resolved,2025-01-16 16:00:00
TKT00365,2025-01-16 04:00:00,Bangalore,T017,Slow Internet,Medium,Resolved,2025-01-17 22:00:00
TKT00366,2025-01-16 05:00:00,Hyderabad,T014,High Latency,Low,Resolved,2025-01-16 08:00:00
TKT00367,2025-01-16 06:00:00,Bangalore,T031,Slow Internet,Medium,Resolved,2025-01-16 15:00:00
TKT00368,2025-01-16 07:00:00,Delhi,T024,No Service,Critical,Resolved,2025-01-16 19:00:00
TKT00369,2025-01-16 08:00:00,Bangalore,T099,High Latency,Critical,Resolved,2025-01-17 07:00:00
TKT00370,2025-01-16 09:00:00,Hyderabad,T060,Network Outage,High,Resolved,2025-01-16 23:00:00
TKT00371,2025-01-16 10:00:00,Mumbai,T045,Slow Internet,High,Resolved,2025-01-17 19:00:00
TKT00372,2025-01-16 11:00:00,Bangalore,T098,Network Outage,High,Open,
TKT00373,2025-01-16 12:00:00,Mumbai,T003,High Latency,Low,Resolved,2025-01-17 06:00:00
TKT00374,2025-01-16 13:00:00,Delhi,T037,Network Outage,Critical,Open,
TKT00375,2025-01-16 14:00:00,Pune,T043,Network Outage,Medium,Open,
TKT00376,2025-01-16 15:00:00,Delhi,T040,High Latency,High,Open,
TKT00377,2025-01-16 16:00:00,Bangalore,T090,No Service,Medium,Resolved,2025-01-18 09:00:00
TKT00378,2025-01-16 17:00:00,Mumbai,T055,Network Outage,Medium,Resolved,2025-01-17 02:00:00
TKT00379,2025-01-16 18:00:00,Mumbai,T087,Network Outage,High,In Progress,
TKT00380,2025-01-16 19:00:00,Hyderabad,T039,No Service,Critical,Resolved,2025-01-17 18:00:00
TKT00381,2025-01-16 20:00:00,Mumbai,T015,Network Outage,High,Resolved,2025-01-17 06:00:00
TKT00382,2025-01-16 21:00:00,Hyderabad,T004,Network Outage,Medium,Resolved,2025-01-17 16:00:00
TKT00383,2025-01-16 22:00:00,Pune,T093,Network Outage,High,Resolved,2025-01-18 21:00:00
TKT00384,2025-01-16 23:00:00,Bangalore,T086,Call Drop,Medium,Resolved,2025-01-17 04:00:00
TKT00385,2025-01-17 00:00:00,Hyderabad,T025,No Service,Medium,Resolved,2025-01-18 23:00:00
TKT00386,2025-01-17 01:00:00,Pune,T013,Network Outage,High,Open,
TKT00387,2025-01-17 02:00:00,Mumbai,T082,No Service,Low,Resolved,2025-01-18 01:00:00
TKT00388,2025-01-17 03:00:00,Mumbai,T033,Slow Internet,High,In Progress,
TKT00389,2025-01-17 04:00:00,Pune,T016,Slow Internet,Low,Resolved,2025-01-18 10:00:00
TKT00390,2025-01-17 05:00:00,Mumbai,T042,Network Outage,Medium,Resolved,2025-01-18 06:00:00
TKT00391,2025-01-17 06:00:00,Pune,T066,No Service,Medium,Resolved,2025-01-18 10:00:00
TKT00392,2025-01-17 07:00:00,Hyderabad,T055,No Service,Low,Resolved,2025-01-18 17:00:00
TKT00393,2025-01-17 08:00:00,Hyderabad,T099,No Service,Medium,In Progress,
TKT00394,2025-01-17 09:00:00,Pune,T042,Call Drop,Low,Resolved,2025-01-19 06:00:00
TKT00395,2025-01-17 10:00:00,Hyderabad,T034,Slow Internet,Low,Resolved,2025-01-19 10:00:00
TKT00396,2025-01-17 11:00:00,Hyderabad,T030,No Service,Medium,Resolved,2025-01-19 10:00:00
TKT00397,2025-01-17 12:00:00,Hyderabad,T013,No Service,Critical,Resolved,2025-01-18 13:00:00
TKT00398,2025-01-17 13:00:00,Delhi,T013,Call Drop,Low,Resolved,2025-01-17 23:00:00
TKT00399,2025-01-17 14:00:00,Bangalore,T018,Call Drop,High,Resolved,2025-01-18 04:00:00
TKT00400,2025-01-17 15:00:00,Mumbai,T032,No Service,High,Resolved,2025-01-19 09:00:00
TKT00401,2025-01-17 16:00:00,Delhi,T096,High Latency,Medium,Open,
TKT00402,2025-01-17 17:00:00,Hyderabad,T099,No Service,Critical,Resolved,2025-01-19 15:00:00
TKT00403,2025-01-17 18:00:00,Pune,T039,No Service,Medium,Resolved,2025-01-19 00:00:00
TKT00404,2025-01-17 19:00:00,Hyderabad,T046,Call Drop,Critical,Resolved,2025-01-19 12:00:00
TKT00405,2025-01-17 20:00:00,Bangalore,T029,Call Drop,Low,Resolved,2025-01-18 21:00:00
TKT00406,2025-01-17 21:00:00,Hyderabad,T062,No Service,Low,Resolved,2025-01-18 11:00:00
TKT00407,2025-01-17 22:00:00,Pune,T093,No Service,Low,Resolved,2025-01-19 09:00:00
TKT00408,2025-01-17 23:00:00,Bangalore,T062,No Service,Low,Resolved,2025-01-19 23:00:00
TKT00409,2025-01-18 00:00:00,Hyderabad,T057,Call Drop,High,In Progress,
TKT00410,2025-01-18 01:00:00,Bangalore,T016,No Service,High,Resolved,2025-01-19 11:00:00
TKT00411,2025-01-18 02:00:00,Mumbai,T056,No Service,Medium,Resolved,2025-01-18 12:00:00
TKT00412,2025-01-18 03:00:00,Mumbai,T010,Network Outage,Critical,Resolved,2025-01-19 14:00:00
TKT00413,2025-01-18 04:00:00,Hyderabad,T030,High Latency,Low,Resolved,2025-01-18 15:00:00
TKT00414,2025-01-18 05:00:00,Bangalore,T025,Slow Internet,Low,Resolved,2025-01-18 16:00:00
TKT00415,2025-01-18 06:00:00,Pune,T084,High Latency,Critical,Resolved,2025-01-19 03:00:00
TKT00416,2025-01-18 07:00:00,Hyderabad,T005,Network Outage,Critical,Open,
TKT00417,2025-01-18 08:00:00,Mumbai,T065,Slow Internet,Medium,In Progress,
TKT00418,2025-01-18 09:00:00,Mumbai,T094,No Service,Critical,Open,
TKT00419,2025-01-18 10:00:00,Hyderabad,T049,Network Outage,Low,Resolved,2025-01-19 07:00:00
TKT00420,2025-01-18 11:00:00,Bangalore,T003,No Service,Low,Resolved,2025-01-19 09:00:00
TKT00421,2025-01-18 12:00:00,Mumbai,T045,Call Drop,Low,Resolved,2025-01-20 09:00:00
TKT00422,2025-01-18 13:00:00,Bangalore,T014,Network Outage,Low,Open,
TKT00423,2025-01-18 14:00:00,Mumbai,T030,Call Drop,Low,Resolved,2025-01-18 21:00:00
TKT00424,2025-01-18 15:00:00,Mumbai,T068,Network Outage,Medium,Open,
TKT00425,2025-01-18 16:00:00,Delhi,T018,Network Outage,Low,Resolved,2025-01-19 09:00:00
TKT00426,2025-01-18 17:00:00,Mumbai,T062,Call Drop,Medium,Resolved,2025-01-18 19:00:00
TKT00427,2025-01-18 18:00:00,Pune,T037,Slow Internet,Low,Resolved,2025-01-19 06:00:00
TKT00428,2025-01-18 19:00:00,Hyderabad,T025,High Latency,High,Resolved,2025-01-20 13:00:00
TKT00429,2025-01-18 20:00:00,Hyderabad,T048,No Service,High,Resolved,2025-01-19 14:00:00
TKT00430,2025-01-18 21:00:00,Bangalore,T065,Network Outage,High,Resolved,2025-01-19 08:00:00
TKT00431,2025-01-18 22:00:00,Mumbai,T053,No Service,High,Resolved,2025-01-19 14:00:00
TKT00432,2025-01-18 23:00:00,Pune,T079,Call Drop,Medium,Resolved,2025-01-19 17:00:00
TKT00433,2025-01-19 00:00:00,Bangalore,T073,No Service,Medium,Resolved,2025-01-20 11:00:00
TKT00434,2025-01-19 01:00:00,Delhi,T015,Call Drop,Critical,Resolved,2025-01-20 03:00:00
TKT00435,2025-01-19 02:00:00,Bangalore,T049,No Service,Low,Resolved,2025-01-19 18:00:00
TKT00436,2025-01-19 03:00:00,Bangalore,T088,High Latency,High,Resolved,2025-01-19 09:00:00
TKT00437,2025-01-19 04:00:00,Mumbai,T068,High Latency,Medium,Resolved,2025-01-21 00:00:00
TKT00438,2025-01-19 05:00:00,Delhi,T012,High Latency,Low,Resolved,2025-01-21 00:00:00
TKT00439,2025-01-19 06:00:00,Bangalore,T059,High Latency,Low,Resolved,2025-01-21 05:00:00
TKT00440,2025-01-19 07:00:00,Pune,T037,High Latency,Medium,Resolved,2025-01-21 06:00:00
TKT00441,2025-01-19 08:00:00,Pune,T061,High Latency,High,Resolved,2025-01-21 08:00:00
TKT00442,2025-01-19 09:00:00,Hyderabad,T043,Call Drop,Critical,Resolved,2025-01-21 03:00:00
TKT00443,2025-01-19 10:00:00,Delhi,T070,Network Outage,Low,In Progress,
TKT00444,2025-01-19 11:00:00,Delhi,T039,No Service,Critical,Resolved,2025-01-19 23:00:00
TKT00445,2025-01-19 12:00:00,Hyderabad,T056,High Latency,High,Resolved,2025-01-20 01:00:00
TKT00446,2025-01-19 13:00:00,Bangalore,T063,Call Drop,High,Resolved,2025-01-19 17:00:00
TKT00447,2025-01-19 14:00:00,Delhi,T046,Call Drop,Critical,In Progress,
TKT00448,2025-01-19 15:00:00,Pune,T088,Call Drop,High,Resolved,2025-01-21 06:00:00
TKT00449,2025-01-19 16:00:00,Pune,T011,Network Outage,Low,Resolved,2025-01-19 18:00:00
TKT00450,2025-01-19 17:00:00,Mumbai,T062,No Service,Critical,Open,
TKT00451,2025-01-19 18:00:00,Delhi,T077,Network Outage,High,Resolved,2025-01-20 20:00:00
TKT00452,2025-01-19 19:00:00,Bangalore,T098,Slow Internet,Critical,Open,
TKT00453,2025-01-19 20:00:00,Hyderabad,T025,Call Drop,Low,Resolved,2025-01-20 23:00:00
TKT00454,2025-01-19 21:00:00,Hyderabad,T071,Slow Internet,High,In Progress,
TKT00455,2025-01-19 22:00:00,Bangalore,T052,High Latency,Low,Resolved,2025-01-21 01:00:00
TKT00456,2025-01-19 23:00:00,Mumbai,T004,High Latency,High,Resolved,2025-01-20 14:00:00
TKT00457,2025-01-20 00:00:00,Hyderabad,T059,Network Outage,Medium,Resolved,2025-01-20 08:00:00
TKT00458,2025-01-20 01:00:00,Delhi,T072,No Service,High,Resolved,2025-01-20 08:00:00
TKT00459,2025-01-20 02:00:00,Mumbai,T020,Slow Internet,Critical,Resolved,2025-01-22 01:00:00
TKT00460,2025-01-20 03:00:00,Delhi,T093,No Service,High,Open,
TKT00461,2025-01-20 04:00:00,Pune,T063,Network Outage,Low,Open,
TKT00462,2025-01-20 05:00:00,Mumbai,T054,High Latency,Low,Resolved,2025-01-22 03:00:00
TKT00463,2025-01-20 06:00:00,Hyderabad,T074,No Service,High,Open,
TKT00464,2025-01-20 07:00:00,Mumbai,T098,No Service,Critical,Resolved,2025-01-21 23:00:00
TKT00465,2025-01-20 08:00:00,Mumbai,T057,High Latency,Medium,Resolved,2025-01-20 20:00:00
TKT00466,2025-01-20 09:00:00,Mumbai,T090,Slow Internet,Critical,Resolved,2025-01-20 22:00:00
TKT00467,2025-01-20 10:00:00,Mumbai,T041,High Latency,Medium,Resolved,2025-01-22 05:00:00
TKT00468,2025-01-20 11:00:00,Delhi,T003,No Service,Low,Resolved,2025-01-21 04:00:00
TKT00469,2025-01-20 12:00:00,Pune,T006,Slow Internet,Critical,Resolved,2025-01-21 05:00:00
TKT00470,2025-01-20 13:00:00,Bangalore,T005,Slow Internet,Medium,In Progress,
TKT00471,2025-01-20 14:00:00,Mumbai,T005,High Latency,High,Resolved,2025-01-22 02:00:00
TKT00472,2025-01-20 15:00:00,Hyderabad,T054,No Service,Low,Open,
TKT00473,2025-01-20 16:00:00,Mumbai,T047,Network Outage,High,Resolved,2025-01-21 13:00:00
TKT00474,2025-01-20 17:00:00,Hyderabad,T087,No Service,Low,Resolved,2025-01-21 01:00:00
TKT00475,2025-01-20 18:00:00,Delhi,T049,Call Drop,Critical,Resolved,2025-01-20 23:00:00
TKT00476,2025-01-20 19:00:00,Hyderabad,T009,Network Outage,Critical,Open,
TKT00477,2025-01-20 20:00:00,Bangalore,T099,Slow Internet,Low,Resolved,2025-01-21 22:00:00
TKT00478,2025-01-20 21:00:00,Pune,T020,Network Outage,Low,Resolved,2025-01-21 13:00:00
TKT00479,2025-01-20 22:00:00,Hyderabad,T061,Slow Internet,Low,Resolved,2025-01-22 10:00:00
TKT00480,2025-01-20 23:00:00,Hyderabad,T035,Slow Internet,Critical,Resolved,2025-01-22 03:00:00
TKT00481,2025-01-21 00:00:00,Pune,T050,Network Outage,Medium,Resolved,2025-01-22 05:00:00
TKT00482,2025-01-21 01:00:00,Bangalore,T082,Slow Internet,High,Resolved,2025-01-23 00:00:00
TKT00483,2025-01-21 02:00:00,Mumbai,T062,Slow Internet,High,Resolved,2025-01-21 14:00:00
TKT00484,2025-01-21 03:00:00,Hyderabad,T017,Call Drop,Critical,Resolved,2025-01-22 16:00:00
TKT00485,2025-01-21 04:00:00,Pune,T088,No Service,High,Resolved,2025-01-22 10:00:00
TKT00486,2025-01-21 05:00:00,Delhi,T003,No Service,Low,Resolved,2025-01-22 04:00:00
TKT00487,2025-01-21 06:00:00,Pune,T032,Call Drop,Medium,Resolved,2025-01-21 22:00:00
TKT00488,2025-01-21 07:00:00,Delhi,T099,Network Outage,High,Resolved,2025-01-21 21:00:00
TKT00489,2025-01-21 08:00:00,Bangalore,T013,High Latency,Medium,Open,
TKT00490,2025-01-21 09:00:00,Mumbai,T089,High Latency,Low,Resolved,2025-01-21 19:00:00
TKT00491,2025-01-21 10:00:00,Pune,T073,High Latency,High,Resolved,2025-01-21 17:00:00
TKT00492,2025-01-21 11:00:00,Hyderabad,T068,Call Drop,Critical,Resolved,2025-01-23 08:00:00
TKT00493,2025-01-21 12:00:00,Bangalore,T014,Call Drop,Medium,Resolved,2025-01-23 01:00:00
TKT00494,2025-01-21 13:00:00,Pune,T098,Slow Internet,Low,Resolved,2025-01-22 18:00:00
TKT00495,2025-01-21 14:00:00,Hyderabad,T011,High Latency,Medium,Resolved,2025-01-21 17:00:00
TKT00496,2025-01-21 15:00:00,Pune,T056,Network Outage,High,Resolved,2025-01-22 06:00:00
TKT00497,2025-01-21 16:00:00,Delhi,T067,Network Outage,High,Open,
TKT00498,2025-01-21 17:00:00,Pune,T092,High Latency,Critical,Resolved,2025-01-23 05:00:00
TKT00499,2025-01-21 18:00:00,Pune,T029,High Latency,Low,Resolved,2025-01-23 17:00:00
TKT00500,2025-01-21 19:00:00,Pune,T009,High Latency,Low,Resolved,2025-01-23 17:00:00
TKT00501,2025-01-21 20:00:00,Bangalore,T067,Call Drop,Critical,Resolved,2025-01-22 15:00:00
TKT00502,2025-01-21 21:00:00,Pune,T025,Call Drop,Critical,Resolved,2025-01-22 10:00:00
TKT00503,2025-01-21 22:00:00,Hyderabad,T098,Call Drop,Low,Resolved,2025-01-23 16:00:00
TKT00504,2025-01-21 23:00:00,Delhi,T076,No Service,Medium,Resolved,2025-01-22 20:00:00
TKT00505,2025-01-22 00:00:00,Delhi,T042,Network Outage,Medium,Resolved,2025-01-23 13:00:00
TKT00506,2025-01-22 01:00:00,Pune,T009,Network Outage,Critical,Resolved,2025-01-23 04:00:00
TKT00507,2025-01-22 02:00:00,Bangalore,T079,Slow Internet,Medium,Resolved,2025-01-23 07:00:00
TKT00508,2025-01-22 03:00:00,Bangalore,T040,Call Drop,Low,Resolved,2025-01-22 23:00:00
TKT00509,2025-01-22 04:00:00,Hyderabad,T025,No Service,High,Resolved,2025-01-23 05:00:00
TKT00510,2025-01-22 05:00:00,Pune,T005,No Service,High,In Progress,
TKT00511,2025-01-22 06:00:00,Delhi,T011,Network Outage,Medium,Resolved,2025-01-22 12:00:00
TKT00512,2025-01-22 07:00:00,Bangalore,T059,Call Drop,Critical,Resolved,2025-01-23 19:00:00
TKT00513,2025-01-22 08:00:00,Pune,T098,Slow Internet,Critical,Open,
TKT00514,2025-01-22 09:00:00,Bangalore,T088,Call Drop,Critical,Resolved,2025-01-22 11:00:00
TKT00515,2025-01-22 10:00:00,Bangalore,T079,High Latency,Critical,Resolved,2025-01-23 08:00:00
TKT00516,2025-01-22 11:00:00,Delhi,T038,Call Drop,Critical,Resolved,2025-01-23 19:00:00
TKT00517,2025-01-22 12:00:00,Mumbai,T072,High Latency,Medium,Resolved,2025-01-23 04:00:00
TKT00518,2025-01-22 13:00:00,Hyderabad,T005,High Latency,High,Resolved,2025-01-23 07:00:00
TKT00519,2025-01-22 14:00:00,Hyderabad,T048,Slow Internet,High,Resolved,2025-01-22 19:00:00
TKT00520,2025-01-22 15:00:00,Delhi,T090,Network Outage,Medium,Resolved,2025-01-24 03:00:00
TKT00521,2025-01-22 16:00:00,Bangalore,T018,Call Drop,Critical,Resolved,2025-01-23 22:00:00
TKT00522,2025-01-22 17:00:00,Pune,T070,High Latency,Medium,In Progress,
TKT00523,2025-01-22 18:00:00,Bangalore,T037,Call Drop,High,Resolved,2025-01-24 15:00:00
TKT00524,2025-01-22 19:00:00,Delhi,T060,Network Outage,Low,Resolved,2025-01-23 14:00:00
TKT00525,2025-01-22 20:00:00,Hyderabad,T048,Network Outage,Medium,In Progress,
TKT00526,2025-01-22 21:00:00,Bangalore,T077,No Service,Critical,Resolved,2025-01-23 20:00:00
TKT00527,2025-01-22 22:00:00,Hyderabad,T028,Network Outage,High,In Progress,
TKT00528,2025-01-22 23:00:00,Pune,T069,Slow Internet,High,Resolved,2025-01-24 09:00:00
TKT00529,2025-01-23 00:00:00,Hyderabad,T077,High Latency,High,Resolved,2025-01-23 13:00:00
TKT00530,2025-01-23 01:00:00,Hyderabad,T081,No Service,High,Resolved,2025-01-24 20:00:00
TKT00531,2025-01-23 02:00:00,Mumbai,T040,Slow Internet,Critical,Resolved,2025-01-24 07:00:00
TKT00532,2025-01-23 03:00:00,Mumbai,T045,Call Drop,Low,Resolved,2025-01-24 15:00:00
TKT00533,2025-01-23 04:00:00,Mumbai,T096,High Latency,High,In Progress,
TKT00534,2025-01-23 05:00:00,Hyderabad,T062,Network Outage,Medium,Resolved,2025-01-24 03:00:00
TKT00535,2025-01-23 06:00:00,Delhi,T093,High Latency,Low,Resolved,2025-01-25 05:00:00
TKT00536,2025-01-23 07:00:00,Hyderabad,T058,Call Drop,High,Open,
TKT00537,2025-01-23 08:00:00,Delhi,T067,No Service,Low,Resolved,2025-01-24 20:00:00
TKT00538,2025-01-23 09:00:00,Delhi,T056,No Service,Medium,Resolved,2025-01-23 18:00:00
TKT00539,2025-01-23 10:00:00,Mumbai,T040,No Service,High,Open,
